0,14,500
1,14,500
2,14,500
3,14,500
4,14,500
5,14,500
6,14,500
7,14,500
8,14,500
9,14,500
10,14,500
11,14,500
12,14,500
13,14,500
14,14,500
15,14,500
16,14,500
17,14,500
18,14,500
19,14,500
20,14,500
21,14,500
22,14,500
23,14,500
24,14,500
25,14,500
26,14,500
27,14,500
28,14,500
29,14,500
30,14,500
31,14,500
32,14,500
33,14,500
34,14,500
35,14,500
36,14,500
37,14,500
38,14,500
39,14,500
40,14,500
41,14,500
42,14,500
43,14,500
44,14,500
45,14,500
46,14,500
47,14,500
48,14,500
49,14,500
50,14,500
51,14,500
52,14,500
53,14,500
54,14,500
55,14,500
56,14,500
57,14,500
58,14,500
59,14,500
60,14,500
61,14,500
62,14,500
63,14,500
64,14,500
65,14,500
66,14,500
67,14,500
68,14,500
69,14,503
70,14,502
71,14,500
72,14,500
73,14,500
74,14,500
75,14,500
76,14,500
77,14,500
78,14,500
79,14,500
80,14,500
81,14,501
82,14,499
83,14,500
84,14,500
85,14,500
86,14,500
87,14,500
88,14,500
89,14,502
90,14,498
91,14,500
92,14,500
93,14,500
94,14,500
95,14,500
96,14,500
97,14,500
98,14,500
99,14,500
100,14,500
101,14,500
102,14,500
103,14,500
104,14,500
105,14,500
106,14,500
107,14,500
108,14,500
109,14,500
110,14,500
111,14,500
112,14,500
113,14,500
114,14,500
115,14,500
116,14,500
117,14,500
118,14,500
119,14,500
120,14,500
121,14,500
122,14,500
123,14,500
124,14,500
125,14,500
126,14,500
127,14,500
128,14,500
129,14,500
130,14,500
131,14,500
132,14,500
133,14,500
134,14,500
135,14,500
136,14,500
137,14,500
138,14,500
139,14,500
140,14,500
141,14,500
142,14,500
143,14,500
144,14,500
145,14,500
146,14,500
147,14,500
148,14,500
149,14,500
150,14,500
151,14,500
152,14,500
153,14,500
154,14,500
155,14,500
156,14,500
157,14,500
158,14,500
159,14,500
160,14,500
161,14,500
162,14,500
163,14,500
164,14,500
165,14,500
166,14,500
167,14,500
168,14,500
169,14,500
170,14,500
171,14,500
172,14,500
173,14,500
174,14,500
175,14,500
176,14,500
177,14,500
178,14,500
179,14,500
180,14,500
181,14,500
182,14,500
183,14,500
184,14,500
185,14,500
186,14,500
187,14,500
188,14,500
189,14,500
190,14,500
191,14,500
192,14,500
193,14,500
194,14,500
195,14,500
196,14,500
197,14,500
198,14,500
199,14,500
200,14,500
201,14,500
202,14,500
203,14,500
204,14,500
205,14,500
206,14,500
207,14,500
208,14,500
209,14,500
210,14,500
211,14,500
212,14,500
213,14,500
214,14,500
215,14,500
216,14,500
217,14,500
218,14,500
219,14,500
220,14,500
221,14,500
222,14,500
223,14,500
224,14,500
225,14,500
226,14,500
227,14,500
228,14,500
229,14,500
230,14,500
231,14,500
232,14,500
233,14,500
234,14,500
235,14,500
236,14,500
237,14,500
238,14,500
239,14,500
240,14,500
241,14,500
242,14,500
243,14,500
244,14,500
245,14,500
246,14,500
247,14,500
248,14,500
249,14,500
250,14,500
251,14,500
252,14,500
253,14,500
254,14,500
255,14,500
256,14,500
257,14,500
258,14,500
259,14,500
260,14,500
261,14,500
262,14,500
263,14,500
264,14,500
265,14,500
266,14,500
267,14,500
268,14,500
269,14,500
270,14,500
271,14,500
272,14,500
273,14,500
274,14,500
275,14,500
276,14,500
277,14,500
278,14,500
279,14,500
280,14,500
281,14,500
282,14,500
283,14,500
284,14,500
285,14,500
286,14,500
287,14,500
288,14,500
289,14,503
290,14,502
291,14,500
292,14,500
293,14,500
294,14,500
295,14,500
296,14,500
297,14,500
298,14,500
299,14,500
300,14,500
301,14,500
302,14,500
303,14,500
304,14,500
305,14,500
306,14,500
307,14,500
308,14,500
309,14,500
310,14,500
311,14,500
312,14,500
313,14,500
314,14,500
315,14,500
316,14,500
317,14,500
318,14,500
319,14,500
320,14,500
321,14,500
322,14,500
323,14,500
324,14,500
325,14,500
326,14,500
327,14,500
328,14,500
329,14,500
330,14,500
331,14,500
332,14,500
333,14,500
334,14,500
335,14,500
336,14,500
337,14,500
338,14,500
339,14,500
340,14,500
341,14,500
342,14,500
343,14,500
344,14,500
345,14,500
346,14,500
347,14,500
348,14,500
349,14,500
350,14,500
351,14,500
352,14,500
353,14,500
354,14,500
355,14,500
356,14,500
357,14,500
358,14,500
359,14,500
360,14,500
361,14,500
362,14,500
363,14,500
364,14,500
365,14,500
366,14,500
367,14,500
368,14,500
369,14,500
370,14,500
371,14,500
372,14,500
373,14,500
374,14,500
375,14,500
376,14,500
377,14,500
378,14,500
379,14,500
380,14,500
381,14,500
382,14,500
383,14,500
384,14,500
385,14,500
386,14,500
387,14,500
388,14,500
389,14,500
390,14,500
391,14,500
392,14,500
393,14,500
394,14,500
395,14,500
396,14,500
397,14,500
398,14,500
399,14,500
400,14,500
401,14,500
402,14,500
403,14,500
404,14,500
405,14,500
406,14,500
407,14,500
408,14,500
409,14,500
410,14,500
411,14,500
412,14,500
413,14,500
414,14,500
415,14,500
416,14,500
417,14,500
418,14,500
419,14,500
420,14,500
421,14,500
422,14,500
423,14,500
424,14,500
425,14,500
426,14,500
427,14,500
428,14,500
429,14,500
430,14,500
431,14,500
432,14,500
433,14,500
434,14,500
435,14,500
436,14,500
437,14,500
438,14,500
439,14,500
440,14,500
441,14,500
442,14,500
443,14,500
444,14,500
445,14,500
446,14,500
447,14,500
448,14,500
449,14,500
450,14,500
451,14,500
452,14,500
453,14,500
454,14,500
455,14,500
456,14,500
457,14,500
458,14,500
459,14,500
460,14,500
461,14,500
462,14,500
463,14,500
464,14,500
465,14,500
466,14,500
467,14,500
468,14,500
469,14,500
470,14,500
471,14,500
472,14,500
473,14,500
474,14,500
475,14,500
476,14,500
477,14,500
478,14,500
479,14,500
480,14,500
481,14,500
482,14,500
483,14,500
484,14,500
485,14,500
486,14,500
487,14,500
488,14,500
489,14,502
490,14,498
491,14,500
492,14,500
493,14,500
494,14,500
495,14,500
496,14,500
497,14,500
498,14,500
499,14,500
500,14,500
501,14,500
502,14,500
503,14,500
504,14,500
505,14,500
506,14,500
507,14,500
508,14,500
509,14,500
510,14,500
511,14,500
512,14,500
513,14,500
514,14,500
515,14,500
516,14,500
517,14,500
518,14,500
519,14,500
520,14,500
521,14,500
522,14,500
523,14,500
524,14,500
525,14,500
526,14,500
527,14,500
528,14,500
529,14,500
530,14,500
531,14,500
532,14,500
533,14,500
534,14,500
535,14,500
536,14,500
537,14,500
538,14,500
539,14,500
540,14,500
541,14,500
542,14,500
543,14,500
544,14,500
545,14,500
